0.050000  3.267313
0.150000  3.255028
0.250000  3.247162
0.350000  3.260143
0.450000  3.250415
0.550000  3.249638
0.650000  3.260392
0.750000  3.272971
0.850000  3.273723
0.950000  3.274586
1.050000  3.281057
1.150000  3.274992
1.250000  3.287996
1.350000  3.282210
1.450000  3.293526
1.550000  3.286121
1.650000  3.280906
1.750000  3.277282
1.850000  3.265024
1.950000  3.258785
2.050000  3.244301
2.150000  3.231501
2.250000  3.214405
2.350000  3.209405
2.450000  3.213569
2.550000  3.196543
2.650000  3.189988
2.750000  3.176771
2.850000  3.171935
2.950000  3.163272
3.050000  3.146129
3.150000  3.126888
3.250000  3.100259
3.350000  3.083435
3.450000  3.046393
3.550000  3.013332
3.650000  2.979842
3.750000  2.935805
3.850000  2.907926
3.950000  2.863841
4.050000  2.809270
4.150000  2.775300
4.250000  2.712421
4.350000  2.677975
4.450000  2.623661
4.550000  2.559146
4.650000  2.514393
4.750000  2.442422
4.850000  2.392094
4.950000  2.324555
5.050000  2.257178
5.150000  2.205844
5.250000  2.130729
5.350000  2.088978
5.450000  2.019400
5.550000  1.955716
5.650000  1.919581
5.750000  1.863515
5.850000  1.831442
5.950000  1.787728
6.050000  1.740527
6.150000  1.709126
6.250000  1.654333
6.350000  1.620179
6.450000  1.568320
6.550000  1.515324
6.650000  1.483942
6.750000  1.430999
6.850000  1.385642
6.950000  1.334067
7.050000  1.280181
7.150000  1.237843
7.250000  1.180176
7.350000  1.121765
7.450000  1.071482
7.550000  1.025078
7.650000  0.998188
7.750000  0.955771
7.850000  0.917491
7.950000  0.880716
8.050000  0.840275
8.150000  0.822163
8.250000  0.793372
8.350000  0.755504
8.450000  0.727436
8.550000  0.687112
8.650000  0.661259
8.750000  0.647036
8.850000  0.621892
8.950000  0.594208
9.050000  0.560398
9.150000  0.544170
9.250000  0.519965
9.350000  0.485175
9.450000  0.460829
9.550000  0.430180
9.650000  0.408952
9.750000  0.387195
9.850000  0.363479
9.950000  0.348527
10.050000  0.323492
10.150000  0.310746
10.250000  0.298010
10.350000  0.280744
10.450000  0.266576
10.550000  0.256761
10.650000  0.256350
10.750000  0.260482
10.850000  0.247593
10.950000  0.244967
11.050000  0.242409
11.150000  0.242202
11.250000  0.247342
11.350000  0.242806
11.450000  0.244759
11.550000  0.236801
11.650000  0.236001
11.750000  0.237254
11.850000  0.231181
11.950000  0.224690
12.050000  0.215722
12.150000  0.218750
12.250000  0.218785
12.350000  0.204064
12.450000  0.195774
12.550000  0.177661
12.650000  0.175392
12.750000  0.176542
12.850000  0.165046
12.950000  0.155150
13.050000  0.146376
13.150000  0.124114
13.250000  0.119637
13.350000  0.101518
13.450000  0.087298
13.550000  0.083385
13.650000  0.084890
13.750000  0.109108
13.850000  0.108432
13.950000  0.120088
14.050000  0.130421
14.150000  0.129555
14.250000  0.147350
14.350000  0.147513
14.450000  0.155336
14.550000  0.163602
14.650000  0.177026
14.750000  0.205172
14.850000  0.204169
14.950000  0.212592
15.050000  0.221554
15.150000  0.228709
15.250000  0.249144
15.350000  0.255301
15.450000  0.265515
15.550000  0.271500
15.650000  0.267375
15.750000  0.277386
15.850000  0.273654
15.950000  0.271163
16.050000  0.267305
16.150000  0.254488
16.250000  0.258117
16.350000  0.254018
16.450000  0.274403
16.550000  0.271908
16.650000  0.271801
16.750000  0.287220
16.850000  0.278229
16.950000  0.300931
17.050000  0.293545
17.150000  0.292959
17.250000  0.306926
17.350000  0.292572
17.450000  0.306865
17.550000  0.313505
17.650000  0.326391
17.750000  0.363701
17.850000  0.369753
17.950000  0.398852
18.050000  0.413425
18.150000  0.423874
18.250000  0.457940
18.350000  0.457705
18.450000  0.481250
18.550000  0.498752
18.650000  0.518793
18.750000  0.554858
18.850000  0.557552
18.950000  0.585013
19.050000  0.588806
19.150000  0.587970
19.250000  0.610333
19.350000  0.595020
19.450000  0.605041
19.550000  0.601380
19.650000  0.593878
19.750000  0.605920
19.850000  0.595012
19.950000  0.605419
20.050000  0.596334
20.150000  0.586198
20.250000  0.587769
20.350000  0.571106
20.450000  0.578262
20.550000  0.560248
20.650000  0.538463
20.750000  0.532723
20.850000  0.502021
20.950000  0.488653
21.050000  0.457895
21.150000  0.433622
21.250000  0.418020
21.350000  0.384770
21.450000  0.375737
21.550000  0.354240
21.650000  0.335487
21.750000  0.338910
21.850000  0.322859
21.950000  0.334072
22.050000  0.325067
22.150000  0.306686
22.250000  0.302705
22.350000  0.276581
22.450000  0.279237
22.550000  0.265236
22.650000  0.242272
22.750000  0.246519
22.850000  0.221195
22.950000  0.224767
23.050000  0.211129
23.150000  0.192606
23.250000  0.193914
23.350000  0.168783
23.450000  0.174911
23.550000  0.156502
23.650000  0.147260
23.750000  0.150635
23.850000  0.134673
23.950000  0.140694
24.050000  0.129599
24.150000  0.118905
24.250000  0.121641
24.350000  0.103733
24.450000  0.104716
24.550000  0.095456
24.650000  0.076441
24.750000  0.089954
24.850000  0.079585
24.950000  0.089209
25.050000  0.076857
25.150000  0.064542
25.250000  0.067653
25.350000  0.051851
25.450000  0.057381
25.550000  0.049870
25.650000  0.046665
25.750000  0.047400
25.850000  0.041964
25.950000  0.055915
26.050000  0.045273
26.150000  0.042162
26.250000  0.039062
26.350000  0.026115
26.450000  0.038129
26.550000  0.022382
26.650000  0.016813
26.750000  0.019768
26.850000  0.007449
26.950000  0.021499
27.050000  0.020296
27.150000  0.017496
27.250000  0.012015
27.350000  0.003373
27.450000  0.012242
27.550000  0.008913
27.650000  0.010036
27.750000  0.014935
27.850000  0.011046
27.950000  0.025452
28.050000  0.013845
28.150000  0.017946
28.250000  0.007928
28.350000  0.000000
28.450000  0.013273
28.550000  0.005919
28.650000  0.007672
28.750000  0.013278
28.850000  0.007852
28.950000  0.024300
29.050000  0.020237
29.150000  0.015765
29.250000  0.014670
29.350000  0.002662
29.450000  0.006766
29.550000  0.003109
29.650000  0.002870
29.750000  0.004907
29.850000  0.002996
29.950000  0.025403
30.050000  0.017591
30.150000  0.017292
30.250000  0.018552
30.350000  0.010235
30.450000  0.018284
30.550000  0.009707
30.650000  0.016085
30.750000  0.017988
30.850000  0.009770
30.950000  0.017784
31.050000  0.011001
31.150000  0.011401
31.250000  0.015158
31.350000  0.006764
31.450000  0.021029
31.550000  0.013863
31.650000  0.021567
31.750000  0.029622
31.850000  0.028802
31.950000  0.041239
