32.0 3.27021e-05
31.0 3.05516e-05
30.0 2.94597e-05
29.0 2.81069e-05
28.0 2.55071e-05
27.0 2.30171e-05
26.0 1.76765e-05
25.0 1.58554e-05
24.0 1.27265e-05
23.0 8.37619e-06
22.0 8.6608e-06
21.0 4.65636e-06
20.0 3.46222e-06
19.0 3.32716e-06
18.0 3.07138e-06
17.0 2.31061e-06
16.0 2.83415e-06
15.0 2.87858e-06
14.0 2.5974e-06
13.0 2.92407e-06
12.0 2.34011e-06
11.0 2.89425e-06
10.0 3.11482e-06
9.0 3.25312e-06
8.0 4.2797e-06
7.0 3.57083e-06
6.0 3.68944e-06
5.0 3.47046e-06
4.0 4.67296e-06
3.0 4.69635e-06
2.0 6.97704e-06
1.0 6.59081e-06
0.0 7.10874e-06
0  7.10874e-06
-1  6.59081e-06
-2  6.97704e-06
-3  4.69635e-06
-4  4.67296e-06
-5  3.47046e-06
-6  3.68944e-06
-7  3.57083e-06
-8  4.2797e-06
-9  3.25312e-06
-10  3.11482e-06
-11  2.89425e-06
-12  2.34011e-06
-13  2.92407e-06
-14  2.5974e-06
-15  2.87858e-06
-16  2.83415e-06
-17  2.31061e-06
-18  3.07138e-06
-19  3.32716e-06
-20  3.46222e-06
-21  4.65636e-06
-22  8.6608e-06
-23  8.37619e-06
-24  1.27265e-05
-25  1.58554e-05
-26  1.76765e-05
-27  2.30171e-05
-28  2.55071e-05
-29  2.81069e-05
-30  2.94597e-05
-31  3.05516e-05
-32  3.27021e-05
