-32.0 33925.7996814
-30.0 39174.6235699
-28.0 42078.5545429
-26.0 58640.2731527
-24.0 117669.400494
-22.0 356778.910236
-20.0 1188778.28321
-18.0 1851078.23999
-16.0 1721234.43323
-14.0 853020.840081
-12.0 1771772.79778
-10.0 1387085.97967
-8.0 3074701.16085
-6.0 26041168.7396
-4.0 20816264.1245
-2.0 25965355.654
0.0 19482922.716
2.0 25965355.654
4.0 20816264.1245
6.0 26041168.7396
8.0 3074701.16085
10.0 1387085.97967
12.0 1771772.79778
14.0 853020.840081
16.0 1721234.43323
18.0 1851078.23999
20.0 1188778.28321
22.0 356778.910236
24.0 117669.400494
26.0 58640.2731527
28.0 42078.5545429
30.0 39174.6235699
32.0 33925.7996814
