     0.00000       0.34490      -0.75879       0.00000  
     0.00200      -0.05513       0.12569      -0.00053  
     0.00400       0.42045      -0.91620       0.00003  
     0.00600       0.09428      -0.19423      -0.00147  
     0.00800       0.20779      -0.43954      -0.00347  
     0.01000       0.18031      -0.37469      -0.00387  
     0.01200      -0.00618       0.04001      -0.00516  
     0.01400       1.01087      -2.19311      -0.00738  
     0.01600       0.81253      -1.75236      -0.01075  
     0.01800      -0.10188       0.26373      -0.01101  
     0.02000       0.19039      -0.37486      -0.01043  
     0.02200      -0.49769       1.14331      -0.01007  
     0.02400      -0.58085       1.33067      -0.00683  
     0.02600      -0.31184       0.74324      -0.00512  
     0.02800       0.64423      -1.35570      -0.00483  
     0.03000      -0.91518       2.07939      -0.00286  
     0.03200      -0.60114       1.39290      -0.00146  
     0.03400      -0.32058       0.78007      -0.00110  
     0.03600       0.14924      -0.24913      -0.00041  
     0.03800      -0.73678       1.70452       0.00113  
     0.04000       0.14760      -0.23672       0.00251  
     0.04200      -0.11050       0.33550       0.00379  
     0.04400      -0.28360       0.72073       0.00539  
     0.04600      -0.08726       0.29317       0.00826  
     0.04800      -1.13562       2.60396       0.01130  
     0.05000      -0.74684       1.75304       0.01368  
     0.05200      -0.60465       1.44462       0.01630  
     0.05400      -0.22454       0.61280       0.01779  
     0.05600      -0.54331       1.31848       0.01777  
     0.05800      -0.66148       1.58286       0.01847  
     0.06000      -0.52576       1.28867       0.02031  
     0.06200      -0.35180       0.91037       0.02157  
     0.06400      -0.50513       1.25208       0.02510  
     0.06600      -1.08682       2.53621       0.02802  
     0.06800      -0.93791       2.21301       0.03209  
     0.07000      -0.07156       0.31143       0.03495  
     0.07200      -0.42033       1.08312       0.03687  
     0.07400      -0.39353       1.02856       0.04055  
     0.07600      -0.83934       2.01375       0.04278  
     0.07800      -0.33788       0.91494       0.04603  
     0.08000       0.90647      -1.81824       0.04579  
     0.08200      -0.45283       1.17663       0.04587  
     0.08400       0.31794      -0.51466       0.04596  
     0.08600       0.76364      -1.49081       0.04465  
     0.08800       0.67945      -1.30118       0.04541  
     0.09000      -0.68791       1.71140       0.04767  
     0.09200      -0.21451       0.67433       0.05132  
     0.09400       0.33137      -0.52222       0.05415  
     0.09600       0.22251      -0.27833       0.05554  
     0.09800       0.18916      -0.20055       0.05497  
     0.10000       0.88250      -1.72150       0.05663  
     0.10200       0.24711      -0.31923       0.05496  
     0.10400       0.25464      -0.33140       0.05607  
     0.10600      -0.46776       1.26226       0.05629  
     0.10800      -0.24269       0.77151       0.05725  
     0.11000       0.46776      -0.78707       0.05756  
     0.11200       0.22290      -0.24399       0.05727  
     0.11400       0.35655      -0.53360       0.05732  
     0.11600      -0.24481       0.79379       0.05728  
     0.11800       0.12298      -0.01095       0.05696  
     0.12000       0.48553      -0.80416       0.05689  
     0.12200       0.27679      -0.34054       0.05574  
     0.12400       0.84699      -1.59058       0.05444  
     0.12600      -0.02724       0.33713       0.05503  
     0.12800      -0.24876       0.82888       0.05686  
     0.13000      -0.98024       2.44253       0.05905  
     0.13200       0.47316      -0.75055       0.06070  
     0.13400       0.18956      -0.12223       0.06215  
     0.13600       0.51386      -0.83130       0.06380  
     0.13800      -0.16565       0.66803       0.06283  
     0.14000      -0.55051       1.51913       0.06209  
     0.14200      -0.10767       0.54927       0.06301  
     0.14400      -0.19555       0.74700       0.06175  
     0.14600      -0.18848       0.73585       0.06338  
     0.14800       0.37699      -0.50377       0.06429  
     0.15000      -0.03024       0.39653       0.06444  
     0.15200      -1.01253       2.56197       0.06464  
     0.15400       0.81254      -1.44880       0.06573  
     0.15600       0.73851      -1.28151       0.06541  
     0.15800       0.40625      -0.54615       0.06466  
     0.16000       0.19520      -0.07745       0.06447  
     0.16200      -0.33066       1.08385       0.06626  
     0.16400       0.24871      -0.18637       0.06947  
     0.16600       0.66173      -1.09060       0.07040  
     0.16800      -1.33105       3.29790       0.07081  
     0.17000      -0.49664       1.46661       0.07384  
     0.17200       0.03805       0.29469       0.07560  
     0.17400      -0.02989       0.44856       0.07790  
     0.17600      -0.65906       1.83713       0.08029  
     0.17800      -0.64561       1.81195       0.08292  
     0.18000      -0.40501       1.28702       0.08616  
     0.18200      -1.11238       2.84763       0.09133  
     0.18400      -1.51792       3.74422       0.09652  
     0.18600       0.43513      -0.54808       0.09808  
     0.18800       0.21483      -0.05903       0.09752  
     0.19000       0.33348      -0.31565       0.09846  
     0.19200       1.32833      -2.49992       0.09837  
     0.19400       0.40153      -0.45657       0.09743  
     0.19600      -0.55074       1.64284       0.09722  
     0.19800      -0.57628       1.70341       0.09959  
     0.20000       0.56835      -0.81038       0.10129  
     0.20200       0.38746      -0.40800       0.10106  
     0.20400      -0.25480       1.00936       0.10142  
     0.20600       0.34990      -0.31658       0.10258  
     0.20800       0.14610       0.13617       0.10281  
     0.21000      -0.19881       0.89939       0.10386  
     0.21200       0.98064      -1.69102       0.10551  
     0.21400      -0.48113       1.52930       0.10723  
     0.21600       0.01694       0.43793       0.10812  
     0.21800      -0.43642       1.43973       0.10989  
     0.22000       0.48432      -0.58150       0.11242  
     0.22200      -0.04048       0.57746       0.11322  
     0.22400       0.36831      -0.31748       0.11435  
     0.22600       0.09437       0.28959       0.11478  
     0.22800       0.28883      -0.13382       0.11559  
     0.23000       0.31550      -0.18811       0.11581  
     0.23200       0.39687      -0.36272       0.11510  
     0.23400      -0.67417       1.99798       0.11562  
     0.23600       0.25063      -0.03220       0.11797  
     0.23800      -0.23522       1.04108       0.11813  
     0.24000      -0.17889       0.92156       0.11984  
     0.24200       1.12618      -1.94520       0.12034  
     0.24400      -0.03146       0.60602       0.12101  
     0.24600      -0.71481       2.11378       0.12141  
     0.24800      -0.07853       0.71837       0.12285  
     0.25000       0.59485      -0.75866       0.12397  
     0.25200       0.04198       0.46205       0.12422  
     0.25400       0.08757       0.36614       0.12429  
     0.25600       0.04426       0.46583       0.12381  
     0.25800       0.03966       0.48034       0.12389  
     0.26000       0.34439      -0.18565       0.12392  
     0.26200       0.54694      -0.62687       0.12430  
     0.26400      -0.32254       1.29040       0.12413  
     0.26600       0.08802       0.39156       0.12324  
     0.26800      -1.08695       2.98090       0.12327  
     0.27000      -0.16658       0.96048       0.12434  
     0.27200       0.44372      -0.37779       0.12474  
     0.27400       0.22041       0.11790       0.12490  
     0.27600       0.32298      -0.10336       0.12611  
     0.27800      -0.11721       0.86946       0.12569  
     0.28000       0.53537      -0.56182       0.12567  
     0.28200       0.14071       0.31083       0.12533  
     0.28400       0.62538      -0.75103       0.12463  
     0.28600       0.02074       0.58358       0.12505  
     0.28800       0.23886       0.10811       0.12520  
     0.29000       0.65799      -0.80959       0.12383  
     0.29200      -0.66677       2.10930       0.12290  
     0.29400       0.20797       0.18926       0.12231  
     0.29600       1.12886      -1.83228       0.12102  
     0.29800       1.20486      -1.99509       0.11967  
     0.30000       0.84514      -1.19930       0.11795  
     0.30200       0.30116       0.00184       0.11804  
     0.30400      -0.02119       0.71541       0.11728  
     0.30600       0.13428       0.37777       0.11736  
     0.30800       0.36897      -0.13414       0.11705  
     0.31000       1.05847      -1.64663       0.11677  
     0.31200       0.07902       0.51256       0.11664  
     0.31400       0.05223       0.57590       0.11657  
     0.31600       0.66314      -0.76371       0.11555  
     0.31800       1.01139      -1.52545       0.11389  
     0.32000       0.12165       0.43637       0.11125  
     0.32200       0.34991      -0.06140       0.11053  
     0.32400       0.23526       0.19523       0.10937  
     0.32600       1.38050      -2.31990       0.10874  
     0.32800       0.37645      -0.10658       0.10902  
     0.33000       0.02548       0.66995       0.11103  
     0.33200      -0.20072       1.17197       0.11318  
     0.33400       0.07783       0.56357       0.11571  
     0.33600      -0.00853       0.75796       0.11815  
     0.33800       0.66151      -0.71173       0.11889  
     0.34000       0.49313      -0.33689       0.11821  
     0.34200      -0.11336       1.00178       0.11922  
     0.34400      -0.16745       1.12520       0.11918  
     0.34600       0.79338      -0.98423       0.12015  
     0.34800       0.40293      -0.12084       0.12073  
     0.35000       0.33891       0.02440       0.12072  
     0.35200       0.48892      -0.30121       0.12015  
     0.35400       0.27394       0.17613       0.12318  
     0.35600       0.25881       0.21381       0.12321  
     0.35800      -0.02391       0.84019       0.12319  
     0.36000       1.09907      -1.62595       0.12293  
     0.36200       0.65136      -0.63659       0.12053  
     0.36400      -0.21301       1.26943       0.12116  
     0.36600       0.53070      -0.36235       0.12146  
     0.36800       1.35990      -2.18218       0.12102  
     0.37000       0.56291      -0.42441       0.12016  
     0.37200       0.50522      -0.29309       0.11876  
     0.37400       0.08054       0.64562       0.11823  
     0.37600      -0.32396       1.53992       0.11721  
     0.37800       0.81432      -0.95990       0.11750  
     0.38000       0.42230      -0.09306       0.11801  
     0.38200       1.10783      -1.59682       0.11433  
     0.38400      -0.34941       1.61349       0.11352  
     0.38600       0.08412       0.66414       0.11345  
     0.38800       0.35247       0.07817       0.11134  
     0.39000       0.42328      -0.07323       0.11147  
     0.39200       0.48109      -0.19599       0.11289  
     0.39400       0.83936      -0.97978       0.11108  
     0.39600       0.17357       0.48935       0.11013  
     0.39800       0.14595       0.55450       0.11113  
     0.40000       0.46469      -0.14231       0.11210  
     0.40200      -0.14844       1.21097       0.11311  
     0.40400       0.34749       0.12432       0.11395  
     0.40600       0.86594      -1.01187       0.11438  
     0.40800       0.22673       0.39880       0.11393  
     0.41000       0.80471      -0.86836       0.11406  
     0.41200       0.58798      -0.38715       0.11325  
     0.41400      -1.08978       3.30831       0.11497  
     0.41600      -0.07659       1.08370       0.11917  
     0.41800      -0.18498       1.32656       0.12005  
     0.42000       1.07099      -1.43219       0.12025  
     0.42200       0.25521       0.36693       0.12113  
     0.42400       0.55779      -0.29434       0.12112  
     0.42600       0.05111       0.82477       0.12127  
     0.42800       0.49542      -0.14833       0.12181  
     0.43000       0.59909      -0.37199       0.12094  
     0.43200      -0.06773       1.09941       0.12255  
     0.43400       0.07739       0.78454       0.12188  
     0.43600       0.45724      -0.04672       0.12085  
     0.43800       0.86079      -0.93013       0.12170  
     0.44000       0.75547      -0.69404       0.12094  
     0.44200      -0.20107       1.41475       0.12144  
     0.44400      -0.10475       1.20726       0.12130  
     0.44600       1.08327      -1.40200       0.12027  
     0.44800       1.08570      -1.40293       0.11836  
     0.45000       0.26216       0.41325       0.11807  
     0.45200       0.64521      -0.42505       0.11874  
     0.45400       0.57623      -0.26890       0.11904  
     0.45600      -0.22095       1.48930       0.11969  
     0.45800       0.73966      -0.61966       0.12036  
     0.46000       0.75496      -0.64891       0.11929  
     0.46200       0.56147      -0.21883       0.11974  
     0.46400       0.95147      -1.07242       0.11981  
     0.46600       0.43416       0.07004       0.11943  
     0.46800       0.49282      -0.05461       0.12031  
     0.47000       0.58965      -0.26323       0.12113  
     0.47200       0.58157      -0.24106       0.12051  
     0.47400       0.96394      -1.07787       0.11992  
     0.47600       0.67517      -0.43817       0.11965  
     0.47800      -0.19018       1.47000       0.11975  
     0.48000       0.49615      -0.03554       0.12028  
     0.48200       0.11625       0.80465       0.12155  
     0.48400       0.11747       0.80636       0.12181  
     0.48600      -0.72560       2.66552       0.12277  
     0.48800       0.38143       0.23446       0.12388  
     0.49000       0.40229       0.19296       0.12476  
     0.49200       0.50713      -0.03329       0.12634  
     0.49400       0.31364       0.39680       0.12787  
     0.49600       1.27909      -1.72281       0.12701  
     0.49800      -0.08841       1.29010       0.12793  
     0.50000       0.31617       0.40443       0.12841  
     0.50200       0.96282      -1.01381       0.12763  
     0.50400       0.51626      -0.02696       0.12724  
     0.50600       0.62478      -0.26132       0.12646  
     0.50800       0.61987      -0.24611       0.12731  
     0.51000       0.68078      -0.37571       0.12739  
     0.51200       0.38378       0.28209       0.12731  
     0.51400       0.07856       0.95796       0.12715  
     0.51600       0.47179       0.09727       0.12848  
     0.51800       0.30021       0.47913       0.12893  
     0.52000       1.00187      -1.06011       0.12881  
     0.52200       0.96131      -0.96647       0.12778  
     0.52400       0.49512       0.06354       0.12613  
     0.52600       0.41652       0.24085       0.12509  
     0.52800       1.20403      -1.48726       0.12489  
     0.53000       0.21108       0.70162       0.12372  
     0.53200       0.38655       0.31999       0.12359  
     0.53400       1.19796      -1.46071       0.12401  
     0.53600       0.51621       0.04353       0.12414  
     0.53800      -0.07518       1.34901       0.12543  
     0.54000       0.45082       0.19619       0.12704  
     0.54200       0.00052       1.19127       0.12949  
     0.54400       0.96472      -0.92558       0.13086  
     0.54600       0.71506      -0.37194       0.13248  
     0.54800       0.75975      -0.46584       0.13280  
     0.55000       0.74077      -0.41969       0.13463  
     0.55200       0.42244       0.28502       0.13418  
     0.55400       0.17176       0.84094       0.13485  
     0.55600       0.50639       0.10915       0.13544  
     0.55800       0.56042      -0.00532       0.13595  
     0.56000       1.29990      -1.62778       0.13581  
     0.56200       0.21830       0.75614       0.13535  
     0.56400       0.65083      -0.19102       0.13635  
     0.56600       0.40237       0.36000       0.13735  
